company,ticker,asset_type,owner_code,date,type,amount
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/27/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/23/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/21/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/22/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/18/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/10/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/27/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/11/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/22/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/18/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/19/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/14/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,11/28/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/13/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/14/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/16/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/12/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/23/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/13/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/27/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/17/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,11/27/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/22/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/11/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/21/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,11/13/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/16/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/12/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/27/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/22/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,11/27/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/13/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,11/22/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/19/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/13/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/14/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/29/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/26/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/27/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/19/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,11/29/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,11/22/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/30/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/12/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/10/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/31/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/23/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/17/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/26/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/28/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/31/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/26/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/13/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/14/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/10/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/21/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/18/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/23/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/22/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/10/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/19/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/24/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/21/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/26/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/16/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/27/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/24/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/22/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/13/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/18/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/22/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/19/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/28/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/17/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/18/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/18/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/21/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,11/28/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/17/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/16/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/19/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/20/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/24/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/23/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/21/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/14/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/13/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/27/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/18/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/19/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/11/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/20/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/31/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/26/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/12/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/31/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/17/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/14/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/11/2023,P,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/13/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,P,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,07/14/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,S,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/17/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/14/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/16/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/18/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/24/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/16/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/30/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/10/2023,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/23/2023,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/10/2023,P,1001 - $15000
TriNet 401(k) Plan - Tusk Strategies LLC ⇒ SP,,,,03/31/2023,P,15001 - $50000
TriNet 401(k) Plan - Tusk Strategies LLC ⇒ SP,,,,09/29/2023,P,1001 - $15000
TriNet 401(k) Plan - Tusk Strategies LLC ⇒ SP,,,,06/30/2023,P,15001 - $50000
Tusk Strategies Inc. Retirement Plan ⇒ SP,,,,03/31/2023,P,15001 - $50000
Wealthfront ⇒,,,,03/15/2023,P,1001 - $15000
Apple Inc.,AAPL,ST,SP,03/17/2023,P,500001
Apple Inc.,AAPL,ST,SP,06/15/2023,P,250001
Microsoft Corporation,MSFT,ST,SP,06/15/2023,P,500001
NVIDIA Corporation,NVDA,OP,SP,11/22/2023,P,1000001
Roblox Corporation Class A,RBLX,OP,SP,01/20/2023,S,1
"105 Heady Creek, LLC",,OL,SP,05/24/2022,S,50001
Fidelity Brokerage ⇒,,,,11/30/2022,P,1001 - $15000
Fidelity Brokerage ⇒,,,,12/27/2022,P,1001 - $15000
Fidelity Brokerage ⇒,,,,03/28/2022,S,100001
Fidelity Brokerage ⇒,,,,07/29/2022,P,1001 - $15000
Fidelity Brokerage ⇒,,,,08/31/2022,P,1001 - $15000
Fidelity Brokerage ⇒,,,,09/30/2022,P,1001 - $15000
Fidelity Brokerage ⇒,,,,10/31/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/29/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/20/2022,S,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/27/2022,S,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/29/2022,S,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/22/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/19/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/22/2022,S,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/25/2022,S,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/22/2022,S,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/21/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,15001 - $50000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/27/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/29/2022,P,1001 - $15000
Morgan Stanley - Active Asset Account # 1 ⇒,,,,07/15/2022,P,1001 - $15000
Morgan Stanley - Portfolio Management ⇒ JT,,,,12/29/2022,P,50001
Morgan Stanley - Portfolio Management ⇒ JT,,,,12/29/2022,S,50001
Morgan Stanley - Portfolio Management ⇒ JT,,,,12/29/2022,S,15001 - $50000
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,01/25/2022,P,50001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,02/10/2022,S,500001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,02/10/2022,S,250001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,02/10/2022,S,1000001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,02/10/2022,S,250001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,02/10/2022,P,500001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,02/10/2022,P,1000001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,02/10/2022,P,500001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,P,250001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,P,1000001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,P,1000001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,P,1000001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,P,250001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,P,250001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,S,250001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,S,250001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,S,1000001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,S,1000001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,S,250001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/11/2022,S,1000001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/17/2022,S,100001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/17/2022,S,100001
Morgan Stanley - Portfolio Management Active Assets Account JT,,,,08/17/2022,P,100001
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/28/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/18/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/17/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/31/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/26/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/11/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/31/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/28/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/28/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/27/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/11/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/26/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/25/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/15/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/26/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/12/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/26/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,12/20/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,11/11/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/21/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/11/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/10/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/17/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/11/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/21/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/14/2022,S,15001 - $50000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/31/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/10/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/14/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/21/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/18/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/10/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,08/11/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/20/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/13/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,01/31/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,02/23/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/29/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/27/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,10/17/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/14/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/28/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,05/23/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,09/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,03/15/2022,S,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,04/19/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/29/2022,P,1001 - $15000
Morgan Stanley - Select UMA Account # 1 ⇒ JT,,,,06/30/2022,P,1001 - $15000
